word,definition,English translation,lesson,tags
sympathique,,nice,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective
ta,,your (f. sing. fam.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Possessive adjectives;adjective
tard,,late,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Telling time;adverb
te,,to/for you (fam.),Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Indirect object pronouns;pronoun
te/t',,you (sing.),Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Direct object pronouns;pronoun
télécharger,,to download,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;verb
téléphoner à,,to (tele)phone (someone),Leçon_4A; Leçon_2B,Espaces;Unité_4;Leçon_4A;Au café;Prepositions;phrase;Unité_2;Leçon_2B;À la fac;L'université
tenir,,to hold,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Verbes;verb
tes,,your (pl. fam.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Possessive adjectives;adjective
timide,,shy,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective
toi non plus,,you neither,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;Des questions et des opinions;phrase
tomber,,to fall,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Verbes;verb 
tomber amoureuse,,to fall in love (f.),Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Périodes de la vie;phrase
tomber amoureux,,to fall in love (m.),Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Périodes de la vie;phrase
tomber en panne,,to break down,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;phrase
tomber malade,,to get sick,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;phrase
tomber sur quelqu'un,,to run into somebody,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Verbes;verb 
ton,,your (m. sing. fam.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Possessive adjectives;adjective
tôt,,early ,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Telling time;adverb
toujours,,always; still,Leçon_12A; Leçon_8B,Espaces;Unité_12;Leçon_12A;En ville;La négation;adverb;Unité_8;Leçon_8B;Chez nous;Expressions that signal a past tense
tourner,,to turn,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;verb
tous,,all (m. pl.),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
tous les,,all the (m. pl.),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
tous les jours,,everyday,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Expressions that signal a past tense;adverb
tousser,,to cough,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;verb
tout,,all (m. sing.),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
tout à coup,,suddenly; all of a sudden,Leçon_7B; Leçon_8B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbes et locutions de temps;adverb;Unité_8;Leçon_8B;Chez nous;Expressions that signal a past tense;phrase
tout de suite,,right away,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbes et locutions de temps;adverb
tout droit,,straight ahead,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Pour donner des indications;adverb
tout d'un coup,,all of a sudden,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Expressions that signal a past tense;phrase
tout le,,all the (m. sing.),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
tout près (de),,very close (to),Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Pour donner des indications;adverb
toute la,,all the (f. sing.),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
toutes les,,all the (f. pl.),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
traduire,,to translate,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Verbes en -re;verb
travailler,,to work,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;Verbes;verb
travailleur,,hard-working (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
travailleuse,,hard-working (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
traverser,,to cross,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;verb
treize,,thirteen,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente,,thirty,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente et un,,thirty-one,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente et unième,,thirty-first,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Ordinal numbers;adjective
trente-cinq,,thirty-five,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente-deux,,thirty-two,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente-huit,,thirty-eight,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente-neuf,,thirty-nine,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente-quatre,,thirty-four,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente-sept,,thirty-seven,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente-six,,thirty-six,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trente-trois,,thirty-three,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
Très bien.,,Very well.,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Comment ça va?;phrase
triste,,sad,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs descriptifs;adjective
trois,,three,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
trois cents,,three hundred,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Numbers 101 and higher;adjective
trop (de),,too many/much (of),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
trouver,,to find; to think,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;L'université;verb
trouver du travail,,to find a job,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;phrase
trouver un travail,,to find a job,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;phrase
tu,,you,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Subject pronouns;pronoun
un,,one,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
un acteur,,actor,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
un aéroport,,airport,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un agent de police,,police officer,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un agent de voyages,,travel agent,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
un agent immobilier,,real estate agent,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un agriculteur,,farmer (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un aliment,,food item,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Autres aliments;noun
un ami,,friend (m.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
un amour,,love,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Les relations;noun
un an,,year,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
un angle,,corner,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un animal,,animal,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;Les animaux;noun
un anniversaire,,birthday,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;noun"
un anorak,,ski jacket; parka,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un appareil électrique,,electrical appliance,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les appareils ménagers;noun
un appareil ménager,,household appliance,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les appareils ménagers;noun
un appareil photo,,camera,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un appareil photo numérique,,digital camera,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un appartement,,apartment,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un applaudissement,,applause,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
un après-midi,,an afternoon,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
un arbre,,tree,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
un architecte,,architect (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
un arrêt d’autobus,,bus stop,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un arrêt de bus,,bus stop,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un artiste,,artist (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
un ascenseur,,elevator,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
un athlète,,athlete (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
un auteur,,author (m.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
un avion,,plane,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un avocat,,lawyer (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
un balai,,broom,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un balcon,,balcony,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
un banc,,bench,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un banquier,,banker (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un bâtiment,,building,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un beau-frère,,brother-in-law,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un beau-père,,father-in-law; stepfather,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un billet aller-retour,,round-trip ticket,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un billet d’avion,,plane ticket,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un billet de train,,train ticket,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un biscuit,,cookie,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
un blouson,,jacket,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un bois,,wood,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
un bol,,bowl,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
un bonbon,,candy,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
un boulevard,,boulevard,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un bras,,arm,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
un bureau,,desk; office,Leçon_1A; Leçon_4A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun;Unité_4;Leçon_4A;Au café;Dans la ville
un bureau de poste,,post office,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
un cadeau,,gift,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
un cadre,,executive (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un café,,café; coffee,Leçon_1A; Leçon_4B,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun;Unité_4;Leçon_4B;Au café;À table
un cahier ,,notebook,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
un camarade de chambre,,roommate (m.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Les personnes;noun
un camarade de classe,,classmate (m.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Les personnes;noun
un canapé,,couch,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un candidat,,"candidate, applicant (m.)",Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
un capot,,hood,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un carrefour,,intersection,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un CD,,CD,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
un centre commercial,,"shopping center, mall",Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
un centre-ville,,"city/town center, downtown",Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
un champ,,field,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
un champignon,,mushroom,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
un chanteur,,singer (m.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
un chapeau,,hat,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un chat,,cat,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un chauffeur de camion,,truck driver,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un chauffeur de taxi,,taxi driver,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un chef d’entreprise,,head of a company,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un chef du personnel,,human resources director,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
un chef-d’œuvre,,masterpiece (sing.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
un chemin,,way; path,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un chemisier,,blouse,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un chercheur,,researcher (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un chien,,dog,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un chocolat,,chocolate,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
un chocolat chaud,,hot chocolate,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
un chœur,,"choir, chorus",Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
un chômeur,,unemployed person (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;La recherche d’emploi;noun
un cinéma (ciné),,"movie theater, movies",Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
un clavier,,keyboard,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
un client,,client; guest (m.),Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
un coffre,,trunk,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un coiffeur,,hairdresser (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
un coin,,corner,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un colis,,package,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la poste;noun
un commerçant,,shopkeeper (m.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les achats;noun
un commissariat de police,,police station,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
un compact disc,,compact disc,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
un compositeur,,composer,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Les artistes;noun
un comptable,,accountant (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un compte d’épargne,,savings account,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
un compte-chèques,,checking account,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
un concert,,concert,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
un congé,,day off,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les vacances;noun
un congélateur,,freezer,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les appareils ménagers;noun
un conseil,,advice,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
un conseiller,,consultant; advisor (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un conte,,tale,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
un copain ,,friend (m.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Les personnes;noun
un costume,,(man’s) suit,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un couloir,,hallway,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
un couple,,couple,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Les relations;noun
un cours,,"class, course",Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
un cousin,,cousin (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un couteau,,knife,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
un crayon , ,pencil,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
un croissant,,"croissant (flaky, crescent-shaped roll)",Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
un cuisinier,,"cook, chef (m.)",Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un curriculum vitæ,,résumé,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
un CV,,résumé,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
un cybercafé,,cybercafé,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
un danger,,"danger, threat",Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
un danseur,,dancer (m.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Les artistes;noun
un déjeuner,,lunch,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les repas;noun
un demi-frère,,half-brother; stepbrother,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un dentiste,,dentist (m.),Leçon_3B; Leçon_10B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun;Unité_10;Leçon_10B;La santé
un départ,,departure,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un désert,,desert ,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
un dessert,,dessert,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
un dessin animé,,cartoon,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
un devoir,,homework,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
un dictionnaire,,dictionary,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
un dîner,,dinner,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les repas;noun
un diplôme,,"diploma, degree",Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
un disque compact,,compact disc,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
un disque dur,,hard drive,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
un distributeur,,ATM,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
un distributeur automatique,,ATM,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
un distributeur de billets,,ATM,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
un divorce,,divorce,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Périodes de la vie;noun
